,user,futureSelf,goal,conversation_level,profile,age,timezone,chatnumber,date,program,dialogueId,messageId,timestamp,phase,interaction,user_status,start_mood,member,user_assigned_ratings,textfull,botresponse,botquestion,user_assigned_feedback
10,0PsHmWJ47jYOSwDAqamk9oCFAAt1,The Entrepreneur,"I aspire to be a person who is ambitious, future-oriented, and who takes on projects.",1,executive,29 to 99,Europe/Rome,1,2022-05-09 09:38:46.984000+00:00,personal_purpose,rCiHET9LmHsClUOrAWc0,mVmVTKMWRgmRda2zxjb0,2022-05-09 01:58:13+00:00,general,app,active,,coach,,How does your future self look like?,How does your future self look like?,,
11,0PsHmWJ47jYOSwDAqamk9oCFAAt1,The Entrepreneur,"I aspire to be a person who is ambitious, future-oriented, and who takes on projects.",1,executive,29 to 99,Europe/Rome,1,2022-05-09 09:38:46.984000+00:00,personal_purpose,rCiHET9LmHsClUOrAWc0,B8AOZBy07KX3ePgccK4b,2022-05-09 01:58:14+00:00,general,app,active,,user,,"I aspire to be a person who is ambitious, future-oriented, and who takes on projects.",,,
12,0PsHmWJ47jYOSwDAqamk9oCFAAt1,The Entrepreneur,"I aspire to be a person who is ambitious, future-oriented, and who takes on projects.",1,executive,29 to 99,Europe/Rome,1,2022-05-09 09:38:46.984000+00:00,personal_purpose,rCiHET9LmHsClUOrAWc0,xuU1K2sOnol9wGvFHo6U,2022-05-09 01:58:30+00:00,general,app,active,,coach,,What is your interest?,What is your interest?,,
13,0PsHmWJ47jYOSwDAqamk9oCFAAt1,The Entrepreneur,"I aspire to be a person who is ambitious, future-oriented, and who takes on projects.",1,executive,29 to 99,Europe/Rome,1,2022-05-09 09:38:46.984000+00:00,personal_purpose,rCiHET9LmHsClUOrAWc0,t18qKb63GlvOKzE6nBUW,2022-05-09 01:58:31+00:00,general,app,active,,user,,I want to start with I am ready,,,
14,0PsHmWJ47jYOSwDAqamk9oCFAAt1,The Entrepreneur,"I aspire to be a person who is ambitious, future-oriented, and who takes on projects.",1,executive,29 to 99,Europe/Rome,1,2022-05-09 09:38:46.984000+00:00,personal_purpose,rCiHET9LmHsClUOrAWc0,XH7isSVB2yBY4O3GmsPh,2022-05-09 01:59:26+00:00,general,app,active,,coach,,What to you want to change?,What to you want to change?,,
15,0PsHmWJ47jYOSwDAqamk9oCFAAt1,The Entrepreneur,"I aspire to be a person who is ambitious, future-oriented, and who takes on projects.",1,executive,29 to 99,Europe/Rome,1,2022-05-09 09:38:46.984000+00:00,personal_purpose,rCiHET9LmHsClUOrAWc0,OXYmX0LynAoPWkw7450M,2022-05-09 01:59:27+00:00,general,app,active,,user,,I want to improve Emotional Control,,,
16,0PsHmWJ47jYOSwDAqamk9oCFAAt1,The Entrepreneur,"I aspire to be a person who is ambitious, future-oriented, and who takes on projects.",1,executive,29 to 99,Europe/Rome,1,2022-05-09 09:38:46.984000+00:00,personal_purpose,rCiHET9LmHsClUOrAWc0,TV1YwCWO0XvAIIU1obPL,2022-05-09 01:59:46+00:00,general,app,active,,coach,,What to you want to change?,What to you want to change?,,
17,0PsHmWJ47jYOSwDAqamk9oCFAAt1,The Entrepreneur,"I aspire to be a person who is ambitious, future-oriented, and who takes on projects.",1,executive,29 to 99,Europe/Rome,1,2022-05-09 09:38:46.984000+00:00,personal_purpose,rCiHET9LmHsClUOrAWc0,3SUwuqThAfTJa6w1QbQv,2022-05-09 01:59:47+00:00,general,app,active,,user,,I want to improve Confidence,,,
18,0PsHmWJ47jYOSwDAqamk9oCFAAt1,The Entrepreneur,"I aspire to be a person who is ambitious, future-oriented, and who takes on projects.",1,executive,29 to 99,Europe/Rome,1,2022-05-09 09:38:46.984000+00:00,personal_purpose,rCiHET9LmHsClUOrAWc0,6WgycPcRyT25GQ1yITty,2022-05-09 01:59:49+00:00,general,app,active,,coach,,What is next?,What is next?,,
19,0PsHmWJ47jYOSwDAqamk9oCFAAt1,The Entrepreneur,"I aspire to be a person who is ambitious, future-oriented, and who takes on projects.",1,executive,29 to 99,Europe/Rome,1,2022-05-09 09:38:46.984000+00:00,personal_purpose,rCiHET9LmHsClUOrAWc0,Jx66D4NsgWk5UcdyhrQw,2022-05-09 01:59:50+00:00,general,app,active,,user,,I am ready for coaching with Rocky,,,
20,0PsHmWJ47jYOSwDAqamk9oCFAAt1,The Entrepreneur,"I aspire to be a person who is ambitious, future-oriented, and who takes on projects.",1,executive,29 to 99,Europe/Rome,1,2022-05-09 09:38:46.984000+00:00,personal_purpose,rCiHET9LmHsClUOrAWc0,J2jkMEcEDis33Xa7TOkl,2022-05-09 09:43:33.364000+00:00,general,chat,inactive,,coach,,"I'm Rocky, your digital coach. I'm delighted to meet you and cannot wait to delve into all things personal and professional development with you. I'm powered by innovative AI, trained by professional psychologists, and led entirely on this journey by you. Before we start, let’s take a moment to check in. How are you doing today?","I'm Rocky, your digital coach. I'm delighted to meet you and cannot wait to delve into all things personal and professional development with you. I'm powered by innovative AI, trained by professional psychologists, and led entirely on this journey by you. Before we start, let’s take a moment to check in. How are you doing today?",,
21,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,strategic_thinking,IIk0DFMwl7p6XSm7mvJa,fYyVMEW5YmKwi60fWWkA,2023-01-16 09:58:14+00:00,general,app,active,,user,,I want to improve Problem Solving,,,
22,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,self_appreciation,IIk0DFMwl7p6XSm7mvJa,ZnXpfM3FRumHpaMyJ33S,2023-01-16 09:58:19+00:00,general,app,active,,user,,I want to improve Self-Appreciation,,,
23,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,visionary_thinking,IIk0DFMwl7p6XSm7mvJa,UaquUFfmBWMt9daUW695,2023-01-16 09:58:22+00:00,general,app,active,,user,,I want to start with ideas,,,
24,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,focus,IIk0DFMwl7p6XSm7mvJa,Ga4boXr2hu6fpgad1eQa,2023-01-16 09:58:39+00:00,general,app,active,,user,,I want to start with tasks,,,
25,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,time_management,IIk0DFMwl7p6XSm7mvJa,z9VnBdNP2Lh0ADvt1IgR,2023-01-16 09:58:47+00:00,general,app,active,,user,,I want to improve Time Management,,,
26,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,personal_purpose,IIk0DFMwl7p6XSm7mvJa,72c1j9TG4sxjX9f5OQus,2023-01-16 09:58:57+00:00,general,app,active,,user,,I want to improve Leadership,,,
27,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,personal_purpose,IIk0DFMwl7p6XSm7mvJa,cGXi6VhLuAE5SIJZUxnK,2023-01-16 09:59:21+00:00,general,app,active,,user,,I want a reflective AI chat,,,
28,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,performance,IIk0DFMwl7p6XSm7mvJa,UKQuOFm7SnlNjtJCWWAP,2023-01-16 09:59:30+00:00,general,app,active,,user,,My goal is to be seen as a reliable and dedicated individual.,,,
29,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,strategic_thinking,IIk0DFMwl7p6XSm7mvJa,n8N1N0MqGCtGqFPINeiV,2023-01-16 09:59:48+00:00,general,app,active,,user,,I want to start with I am ready,,,
30,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,personal_purpose,IIk0DFMwl7p6XSm7mvJa,U4beLQROUpccPYeInSZV,2023-01-17 10:07:52.543000+00:00,general,chat,active,neutral,coach,up,Nice to meet you in the reflection chat. 😊 How excited are you to leave your comfort zone and move toward success?,Nice to meet you in the reflection chat. 😊,How excited are you to leave your comfort zone and move toward success?,
31,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,continuous_learning,IIk0DFMwl7p6XSm7mvJa,Iu26NLKay1ApSov612ER,2023-01-17 10:08:09.482000+00:00,reflection,chat,active,neutral,user,,okay,,,
32,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,personal_purpose,IIk0DFMwl7p6XSm7mvJa,JxENHw8yoIk9K554pwOB,2023-01-17 10:08:11.115000+00:00,reflection,chat,active,neutral,coach,up,"After asking about your mood I will usually ask a mindset question to remind you of the good things in life. I'm delighted to be your personal coach and help you reflect each day through a series of powerful questions. As you reflect, you will gain crystal clarity on your goals and will stay laser-focused on achieving them. Have you ever received coaching before or is there anything you are most looking forward to achieving with me?",After asking about your mood I will usually ask a mindset question to remind you of the good things in life.,"I'm delighted to be your personal coach and help you reflect each day through a series of powerful questions. As you reflect, you will gain crystal clarity on your goals and will stay laser-focused on achieving them. Have you ever received coaching before or is there anything you are most looking forward to achieving with me?",
33,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,improve_lives,IIk0DFMwl7p6XSm7mvJa,IAlGYKAZaSWIMuF9xqLd,2023-01-17 10:09:04.419000+00:00,reflection,chat,active,neutral,user,,I am new to coaching and hope there is help if u want it.,,,
34,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,self_appreciation,IIk0DFMwl7p6XSm7mvJa,jWF1CcMyQVPuEcmKEIop,2023-01-17 10:09:06.950000+00:00,reflection,chat,active,neutral,coach,up,"I love developing other people as well.  When do you feel proud of your strengths, skills, and talents?",I love developing other people as well. ,"When do you feel proud of your strengths, skills, and talents?",
35,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,time_management,IIk0DFMwl7p6XSm7mvJa,7jnDwj2vUkfZvLppLcUv,2023-01-17 10:12:11.347000+00:00,reflection,chat,active,neutral,user,,When I have accomplished a task better than the 1st time,,,
36,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,self_appreciation,IIk0DFMwl7p6XSm7mvJa,s0Jqah6EDuCIvVrJF9Zw,2023-01-17 10:12:13.137000+00:00,reflection,chat,active,neutral,coach,up,"A clear understanding of productivity.  Within five minutes, this chat will take you through three stages: Daily mindset, thoughts, and actions. We have just finished the mindset phase. ✅  Thanks for letting me accompany you on this exciting journey! If you agree, we will now move on to the next phase and gain crystal clarity on 'Time Management' with you.  A tip for great time management is planning your week on a Sunday. Then take the week's goal and break it down into daily tasks. What is the main goal of next week and what will the first task be?",A clear understanding of productivity. ,"Within five minutes, this chat will take you through three stages: Daily mindset, thoughts, and actions. We have just finished the mindset phase. ✅  Thanks for letting me accompany you on this exciting journey! If you agree, we will now move on to the next phase and gain crystal clarity on 'Time Management' with you.  A tip for great time management is planning your week on a Sunday. Then take the week's goal and break it down into daily tasks. What is the main goal of next week and what will the first task be?",
37,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,performance,IIk0DFMwl7p6XSm7mvJa,5e5fHZJEa9S9kWz3wXgB,2023-01-17 10:13:34.797000+00:00,reflection,chat,active,neutral,user,,I do not know. I go to work and home.,,,
38,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,self_appreciation,IIk0DFMwl7p6XSm7mvJa,XywBpUtkd8pzlZjvOymA,2023-01-17 10:13:36.299000+00:00,reflection,chat,active,neutral,coach,up,"😎  Intentionally, I will keep this first chat quick, so that you have a chance to experience me.  We are almost done with the chat. Reflecting on your recent accomplishments is important to me.  Let's talk about meaningful activities, are you ready?",😎 ,"Intentionally, I will keep this first chat quick, so that you have a chance to experience me.  We are almost done with the chat. Reflecting on your recent accomplishments is important to me.  Let's talk about meaningful activities, are you ready?",
39,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,self_appreciation,IIk0DFMwl7p6XSm7mvJa,IASwKu02JUQHml5zuTY7,2023-01-17 10:13:58.745000+00:00,reflection,chat,active,neutral,user,,Yes,,,
40,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,self_appreciation,IIk0DFMwl7p6XSm7mvJa,2kFiSLi26oJJfvo3TCUe,2023-01-17 10:14:01.075000+00:00,reflection,chat,active,neutral,coach,up,Ok.  What do you need to focus on to get an instant boost to your motivation?,Ok. ,What do you need to focus on to get an instant boost to your motivation?,
41,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,focus,IIk0DFMwl7p6XSm7mvJa,aOUTfkJiLGKeIUlDqko4,2023-01-17 10:14:27.140000+00:00,reflection,chat,active,neutral,user,,"Focusing on my goal, and the action steps to get there, is highly motivating",,,
42,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,self_appreciation,IIk0DFMwl7p6XSm7mvJa,9ekHf7i6Zr3TTrsEE6oQ,2023-01-17 10:14:30.636000+00:00,reflection,chat,active,neutral,coach,up,By articulating this you already start to move on the road of success.  Thanks for sharing your thoughts on this topic.  Preparation and strategy are key.  Please take your time to think a moment. Is there anything that you need to prepare for the coming days?,By articulating this you already start to move on the road of success. ,Thanks for sharing your thoughts on this topic.  Preparation and strategy are key.  Please take your time to think a moment. Is there anything that you need to prepare for the coming days?,
43,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,personal_purpose,IIk0DFMwl7p6XSm7mvJa,8yU7gSKj64Ul4aQaTxvg,2023-01-17 10:14:55.727000+00:00,reflection,chat,active,neutral,user,,Goodbye,,,
44,0PuEwU17DSPHYflSj1GdFONYiLq2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,America/Chicago,1,2023-01-17 10:06:16.784000+00:00,self_appreciation,IIk0DFMwl7p6XSm7mvJa,xQfWP4j5yLx3sXSiTCcy,2023-01-17 10:14:57.599000+00:00,reflection,chat,inactive,neutral,coach,,You can count on me for anything you need.,You can count on me for anything you need. ,,
45,0QMp3BGs34e7f4rQ1sbTPoHSnZi2,The Mastermind,I aspire to be an intellectual and open-minded person.,1,executive,29 to 99,America/Toronto,1,2023-04-13 17:36:40.688000+00:00,open_mind,RJzCxBFYlZof0WH2ltwn,nEFevKrt5YI0xNMDYPHq,2023-04-12 07:58:19+00:00,general,app,active,,user,,I aspire to be an intellectual and open-minded person.,,,
46,0QMp3BGs34e7f4rQ1sbTPoHSnZi2,The Mastermind,I aspire to be an intellectual and open-minded person.,1,executive,29 to 99,America/Toronto,1,2023-04-13 17:36:40.688000+00:00,strategic_thinking,RJzCxBFYlZof0WH2ltwn,jtDXjc0HCE1q0dhoKARl,2023-04-12 07:58:23+00:00,general,app,active,,user,,I want to start with I am ready,,,
47,0QMp3BGs34e7f4rQ1sbTPoHSnZi2,The Mastermind,I aspire to be an intellectual and open-minded person.,1,executive,29 to 99,America/Toronto,1,2023-04-13 17:36:40.688000+00:00,continuous_learning,RJzCxBFYlZof0WH2ltwn,EsX5CDAA1REm5XHI4ZZc,2023-04-12 07:58:31+00:00,general,app,active,,user,,I want to improve Developing Skills,,,
48,0QMp3BGs34e7f4rQ1sbTPoHSnZi2,The Mastermind,I aspire to be an intellectual and open-minded person.,1,executive,29 to 99,America/Toronto,1,2023-04-13 17:36:40.688000+00:00,courage,RJzCxBFYlZof0WH2ltwn,TREuLMckVddOhAXK8S3b,2023-04-12 07:58:40+00:00,general,app,active,,user,,I want to improve Confidence,,,
49,0QMp3BGs34e7f4rQ1sbTPoHSnZi2,The Mastermind,I aspire to be an intellectual and open-minded person.,1,executive,29 to 99,America/Toronto,1,2023-04-13 17:36:40.688000+00:00,strategic_thinking,RJzCxBFYlZof0WH2ltwn,NFApWAdxkpPaXksRyepJ,2023-04-12 07:58:51+00:00,general,app,active,,user,,I'm ready Start reflection challenge,,,
50,0QMp3BGs34e7f4rQ1sbTPoHSnZi2,The Mastermind,I aspire to be an intellectual and open-minded person.,1,executive,29 to 99,America/Toronto,1,2023-04-13 17:36:40.688000+00:00,persuasion,RJzCxBFYlZof0WH2ltwn,75kFgsOLeWnGSgkYF1ZU,2023-04-12 07:58:55+00:00,general,app,active,,user,,I want to improve Persuasion,,,
51,0QMp3BGs34e7f4rQ1sbTPoHSnZi2,The Mastermind,I aspire to be an intellectual and open-minded person.,1,executive,29 to 99,America/Toronto,1,2023-04-13 17:36:40.688000+00:00,personal_purpose,RJzCxBFYlZof0WH2ltwn,7Hwc7aLMjmVR5FYRPwgs,2023-04-12 07:58:55+00:00,general,app,active,,user,,I want to improve Leadership,,,
52,0QMp3BGs34e7f4rQ1sbTPoHSnZi2,The Mastermind,I aspire to be an intellectual and open-minded person.,1,executive,29 to 99,America/Toronto,1,2023-04-13 17:36:40.688000+00:00,open_mind,RJzCxBFYlZof0WH2ltwn,o7HRJkG7iJECIpD09zcE,2023-04-12 07:59:03+00:00,general,app,active,,user,,I want to improve Open Mind,,,
53,0QMp3BGs34e7f4rQ1sbTPoHSnZi2,The Mastermind,I aspire to be an intellectual and open-minded person.,1,executive,29 to 99,America/Toronto,1,2023-04-13 17:36:40.688000+00:00,persuasion,RJzCxBFYlZof0WH2ltwn,943t4X715bZuLbXAxVhh,2023-04-12 07:59:17+00:00,general,app,active,,user,,I want to improve Clear Messages,,,
54,0QMp3BGs34e7f4rQ1sbTPoHSnZi2,The Mastermind,I aspire to be an intellectual and open-minded person.,1,executive,29 to 99,America/Toronto,1,2023-04-13 17:36:40.688000+00:00,visionary_thinking,RJzCxBFYlZof0WH2ltwn,fdpd4SBj4Ye8uKHNd56T,2023-04-12 07:59:38+00:00,general,app,active,,user,,I want to start with ideas,,,
55,0QMp3BGs34e7f4rQ1sbTPoHSnZi2,The Mastermind,I aspire to be an intellectual and open-minded person.,1,executive,29 to 99,America/Toronto,1,2023-04-13 17:36:40.688000+00:00,personal_purpose,RJzCxBFYlZof0WH2ltwn,EJZwClKCaAL2kBUGlG5Q,2023-04-13 17:39:07.113000+00:00,general,chat,active,neutral,coach,up,"As the chat with me will depend on your mood, I would like to ask you: What's the vibe?","As the chat with me will depend on your mood, I would like to ask you:",What's the vibe?,
56,0QMp3BGs34e7f4rQ1sbTPoHSnZi2,The Mastermind,I aspire to be an intellectual and open-minded person.,1,executive,29 to 99,America/Toronto,1,2023-04-13 17:36:40.688000+00:00,positive_thinking,RJzCxBFYlZof0WH2ltwn,z82m3H2CCijDiobNzIia,2023-04-13 17:39:16.530000+00:00,reflection,chat,active,neutral,user,,okay,,,
57,0QMp3BGs34e7f4rQ1sbTPoHSnZi2,The Mastermind,I aspire to be an intellectual and open-minded person.,1,executive,29 to 99,America/Toronto,1,2023-04-13 17:36:40.688000+00:00,personal_purpose,RJzCxBFYlZof0WH2ltwn,tZFwZDof72IuC1QyRJdn,2023-04-13 17:39:18.557000+00:00,reflection,chat,active,neutral,coach,up,"Not a bad start to the day! I'm delighted to be your personal coach and help you reflect each day through a series of powerful questions. As you reflect, you will gain crystal clarity on your goals and will stay laser-focused on achieving them. Today, if you were allowed one free wish, what would it be?",Not a bad start to the day!,"I'm delighted to be your personal coach and help you reflect each day through a series of powerful questions. As you reflect, you will gain crystal clarity on your goals and will stay laser-focused on achieving them. Today, if you were allowed one free wish, what would it be?",
58,0QMp3BGs34e7f4rQ1sbTPoHSnZi2,The Mastermind,I aspire to be an intellectual and open-minded person.,1,executive,29 to 99,America/Toronto,1,2023-04-13 17:36:40.688000+00:00,personal_purpose,RJzCxBFYlZof0WH2ltwn,cglchDoBmPgrxA9jUpKJ,2023-04-13 17:40:10.492000+00:00,reflection,chat,active,neutral,user,,Physical fitness,,,
59,0QMp3BGs34e7f4rQ1sbTPoHSnZi2,The Mastermind,I aspire to be an intellectual and open-minded person.,1,executive,29 to 99,America/Toronto,1,2023-04-13 17:36:40.688000+00:00,continuous_learning,RJzCxBFYlZof0WH2ltwn,iRvalYhmV6ISZiGi28to,2023-04-13 17:40:16.214000+00:00,reflection,chat,active,neutral,coach,up,Physical fitness is okay.  What sort of well-being activities could you engage in regularly?,Physical fitness is okay. ,What sort of well-being activities could you engage in regularly?,
60,0QMp3BGs34e7f4rQ1sbTPoHSnZi2,The Mastermind,I aspire to be an intellectual and open-minded person.,1,executive,29 to 99,America/Toronto,1,2023-04-13 17:36:40.688000+00:00,high_energy,RJzCxBFYlZof0WH2ltwn,QtwaHmYlbtAOntTAfwc9,2023-04-13 17:40:32.062000+00:00,reflection,chat,active,neutral,user,,More exercise should be my key activity,,,
61,0QMp3BGs34e7f4rQ1sbTPoHSnZi2,The Mastermind,I aspire to be an intellectual and open-minded person.,1,executive,29 to 99,America/Toronto,1,2023-04-13 17:36:40.688000+00:00,continuous_learning,RJzCxBFYlZof0WH2ltwn,vDa0KnIpuCykD64XsSc5,2023-04-13 17:40:38.265000+00:00,reflection,chat,inactive,neutral,coach,,"Your key activity should be more exercise.  As part of your daily practice, this chat is designed to increase your awareness, understand your mindset, and plan your day's activities. ✅  Let us talk now about the good things that you do for yourself.  What gives you an instant boost to your energy?",Your key activity should be more exercise. ,"As part of your daily practice, this chat is designed to increase your awareness, understand your mindset, and plan your day's activities. ✅  Let us talk now about the good things that you do for yourself.  What gives you an instant boost to your energy?",
